id,created_at,geo_coords,hashtag,place_coords,place_name,retweet_count,source,text,user_description,user_favourites_count,user_followers_count,user_friends_count,user_id,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count
969777034430857217,2018-03-03 03:30:37,,,"[[-156.451736, 20.882087], [-156.451736, 20.914336], [-156.392681, 20.914336], [-156.392681, 20.882087]]",Spreckelsville,0,Twitter for iPhone,When did Mark Richt ever have an automatic answer at left tackle who he was priming to move to that position once a… https://t.co/k7vzfYUOyO,Husband of Kristen Harbin. Client Solutions Exec. @EchoLogistics. Go Dawgs. Go Braves. Go Falcons. Go Jags. #DTWD,1545,203,0,1663519334,5,"Athens, Atlanta, Jacksonville ",Raleigh Harbin,raleighharbin,3400
969776503427776512,2018-03-03 03:28:30,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,"Yes, again. :P https://t.co/O6jqqBEZ2F","Ten inches tall and bulletproof. Mario Karter, Squid Kid, Smasher, and Monster Hunter (HR4). Fantastic pun artist. Morgana fan! #TeamLitten.",18804,343,0,134950750,55,,ArmoredFrog,nsarmoredfrog,88182
969776337475923968,2018-03-03 03:27:51,,,"[[-156.500605, 20.848879], [-156.500605, 20.90097], [-156.451278, 20.90097], [-156.451278, 20.848879]]",Kahului,0,Twitter for iPhone,this weather..,you’re cold. and i burn,58780,676,0,45289669,19,Made on Maui,🍀KAMA,loveKamalani,50576
969776127580372992,2018-03-03 03:27:01,,Shadowbanning; Shadowbanned,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter Web Client,@Microsingular @jack This👆 The #Shadowbanning is thick. I think even my replies are being #Shadowbanned now.,"Writer, artist, EFT practitioner, truth seeker, proponent of human potential, student of alternative cosmology, and 100% believer we CAN create Heaven on Earth!",3886,326,0,1001361906,4,The Pacific NW & Hawaii,New Atlantis,EFT_Seattle,1745
969776123075678208,2018-03-03 03:26:59,,,"[[-156.500605, 20.848879], [-156.500605, 20.90097], [-156.451278, 20.90097], [-156.451278, 20.848879]]",Kahului,4,Twitter for iPhone,I can’t wait until all my friends are done with college so we can go to each other’s weddings and baby showers and trips and ugh pls ❤️😭,God over Everything // in love w/ life,8075,736,0,1331195323,0,,Crystal Yokoyama,cryslynnnn,9627
969775095874048000,2018-03-03 03:22:55,"20.917500, -156.325833",,"[[-156.327857, 20.863789], [-156.327857, 20.932846], [-156.264783, 20.932846], [-156.264783, 20.863789]]",Haiku-Pauwela,0,Instagram,"When you’re on a golden sea, you don’t need no memory, just a place to call your own as we drift… https://t.co/gceoYP7rlK","you & me, baby, pickin' wildflowers 🌻🌸🌈🌞 she/her. Libra sun, Cancer moon & rising which honestly explains a lot.",4694,747,0,389770694,7,MAUI,princess bubblegum🎀,ParadiseLouisee,26718
969774081900883968,2018-03-03 03:18:53,,,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,Twitter for Android,"No more ""I'm going to"" ... from here on out it's ""I am""",The search for everything ⛰️🌊🌺~💪🏼🏋️🏻👊🏼~🌎🌍🌏,94,170,0,218639371,0,"Lahaina, HI",Erick Grillo,erickgrillo_,4625
969773294927855616,2018-03-03 03:15:45,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,@GeorgeTakei This is all on Alec Baldwin.,"Sustained by rotting fish, humility, obvious humour, annual mating rituals and offensive body odour. Humorist, snappy dresser.",44,16,0,945510597017460741,0,"Under your porch, Walrus Land",Miredin Muck,miredin_muck,151
969773127239520257,2018-03-03 03:15:05,,,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter for iPhone,Your autograph got better. @TomArnold,Writer/Singer - Candidate for the United States Congress in 2018 🇺🇸 - Follow @becongress,19283,814267,0,29122382,123,,BRIAN EVANS,croon1,1447
969772680021868544,2018-03-03 03:13:19,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,@SethMacFarlane There’s no more Charmin!,"Sustained by rotting fish, humility, obvious humour, annual mating rituals and offensive body odour. Humorist, snappy dresser.",44,16,0,945510597017460741,0,"Under your porch, Walrus Land",Miredin Muck,miredin_muck,151
969772575663378432,2018-03-03 03:12:54,,Racist,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter Web Client,"@CNNPolitics @SenSchumer Right now, America is more concerned with the #Racist motivations behind your upcoming jud… https://t.co/T8G8YebVCR","Writer, artist, EFT practitioner, truth seeker, proponent of human potential, student of alternative cosmology, and 100% believer we CAN create Heaven on Earth!",3886,326,0,1001361906,4,The Pacific NW & Hawaii,New Atlantis,EFT_Seattle,1745
969772300277972992,2018-03-03 03:11:48,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,@SpencerFernando India is a country of 1.4 billion that can’t feed itself. How dumb is it to impose tariffs on impo… https://t.co/SrSPpB6HpV,"Sustained by rotting fish, humility, obvious humour, annual mating rituals and offensive body odour. Humorist, snappy dresser.",44,16,0,945510597017460741,0,"Under your porch, Walrus Land",Miredin Muck,miredin_muck,151
969772069167640576,2018-03-03 03:10:53,"20.875270, -156.677430",,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,Instagram,Came to visit my long lost friend Jay who open his own Filipino Food Truck.. I’m so proud of… https://t.co/i1spvT8obF,"Passionate with Network Marketing, Internet Marketing & Personal Development, Social Media Maven & Enthusiast!",270,415,0,60271468,20,"Maui, Hawaii",Zhander Fiesta®,ZhanderFiesta,3389
969771256319959040,2018-03-03 03:07:39,,,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter Web Client,"@SenSchumer ""Continue to fail""??? The current presidency is already one of the most successful in U.S. History, and… https://t.co/bDqY3kvNVf","Writer, artist, EFT practitioner, truth seeker, proponent of human potential, student of alternative cosmology, and 100% believer we CAN create Heaven on Earth!",3886,326,0,1001361906,4,The Pacific NW & Hawaii,New Atlantis,EFT_Seattle,1745
969769358862909440,2018-03-03 03:00:07,,,"[[-156.931017, 20.814204], [-156.931017, 20.836602], [-156.905218, 20.836602], [-156.905218, 20.814204]]",Lanai City,0,Twitter for iPhone,@rbdogcare I knew you would. I’m madlay in love with the brown donkey 😍,"🌴 Hawaii 🌴 Mermaid, author, illustrator, designer, livestreamer & publisher 🌊 searching for missing brother Jon Riley http://Facebook.com/FindingJonRiley",3058,36353,0,26967937,266,"Lāna'i and Maui, Hawai'i",Judi Riley,TikiTales,11717
969768182775873537,2018-03-03 02:55:26,"20.878333, -156.682500",work; headquarters; distribution,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,TweetMyJOBS,"We're looking for talented people to #work with us in our stores, #headquarters, #distribution centers, call center… https://t.co/EFBHp8o72a","Follow this account for geo-targeted Retail job tweets in Maui, HI. Need help? Tweet us at @CareerArc!",0,355,0,28625882,43,"Maui, HI",TMJ-MAU Retail Jobs,tmj_mau_retail,55
969768140899938305,2018-03-03 02:55:16,"20.869339, -156.906103",job; Hospitality,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,TweetMyJOBS,Join the Four Seasons Resorts Lana'i team! See our latest #job opening here: https://t.co/xT8pq12Krt #Hospitality… https://t.co/X2pq8V15EL,"Follow this account for geo-targeted Hospitality/Restaurant/Tourism job tweets in Maui, HI. Need help? Tweet us at @CareerArc!",0,324,0,23898066,25,"Maui, HI",TMJ-MAU Hosp. Jobs,tmj_mau_hrta,65
969767845012815873,2018-03-03 02:54:06,"20.886414, -156.684167",job; Lahaina; CustomerService; Hiring; CareerArc,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,TweetMyJOBS,"Can you recommend anyone for this #job in #Lahaina, HI? https://t.co/JDe8k7UJgd #CustomerService #Hiring #CareerArc",Follow this account for geo-targeted Customer Service job tweets in Hawaii Non-Metro. Need help? Tweet us at @CareerArc!,0,291,0,71968934,25,Hawaii,HI Cust. Srv. Jobs,tmj_HI_cstsrv,128
969767675692904453,2018-03-03 02:53:25,"20.891111, -156.504722",job; HealthWelfare,"[[-156.5369, 20.860213], [-156.5369, 20.916384], [-156.480503, 20.916384], [-156.480503, 20.860213]]",Wailuku,0,TweetMyJOBS,Can you recommend anyone for this #job? Registered Behavior Technician - https://t.co/Yn1zgpzCBD #HealthWelfare… https://t.co/c4MFnbjsjn,"Follow this account for geo-targeted Healthcare job tweets in Maui, HI. Need help? Tweet us at @CareerArc!",0,376,0,23539364,55,"Maui, HI",TMJ- MAU Health Jobs,tmj_mau_health,24
969767263829184512,2018-03-03 02:51:47,"20.732503, -156.451369",thatchilltownsound,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Instagram,"Your Ladies Night starts at 8pm tonight! Come song, dance, and party with me #thatchilltownsound… https://t.co/Ro2fn8ycIh","Music Video Dj, MC, Gear Head, and Music Lover",79,157,0,72107145,4,"Maui, Hawaii",DjBlast,djblastmaui,1934
969767170035957760,2018-03-03 02:51:25,,,"[[-156.514399, 20.790181], [-156.514399, 20.811377], [-156.486707, 20.811377], [-156.486707, 20.790181]]",Maalaea,0,Twitter for Android,@cvleb96 Nvm he not selling it anymore lol,misunderstood #DezCaughtIt,7951,273,0,618414509,7,323,Ocean Grown,YoSoyAllah,153104
969766854313963520,2018-03-03 02:50:10,,,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter Web Client,"@JohnTitusRenzi2 Epigenetics, too... we can alter our own genes to some extent. Big changes within a generation. Ev… https://t.co/EMDRB99H7O","Writer, artist, EFT practitioner, truth seeker, proponent of human potential, student of alternative cosmology, and 100% believer we CAN create Heaven on Earth!",3886,326,0,1001361906,4,The Pacific NW & Hawaii,New Atlantis,EFT_Seattle,1745
969766693106053120,2018-03-03 02:49:31,"20.886130, -156.452980",,"[[-156.500605, 20.848879], [-156.500605, 20.90097], [-156.451278, 20.90097], [-156.451278, 20.848879]]",Kahului,1,Instagram,Good night IG friends-my appreciation post for staying connected. “The two most important days… https://t.co/Zd1AE6Jltb,We specialize in giant gourmet cookies that are hand rolled on Maui! Find us also on Facebook and Instagram. Online orders shipped nationwide.,1146,436,0,4010106312,134,"Maui, Hawaii",The Maui Cookie Lady,mauicookielady,481
969766486347628544,2018-03-03 02:48:42,,,"[[-156.668344, 20.987298], [-156.668344, 21.008757], [-156.646473, 21.008757], [-156.646473, 20.987298]]",Kapalua,1,Twitter for iPhone,RIP Gecko 🙏🏽 https://t.co/uasYpxw1bI,Shoots Bumbai,513,50,0,861525129183887360,0,Japan,Jordan Lacuesta,lacuesta_jaye,573
969765592403095552,2018-03-03 02:45:09,"20.710216, -156.441317",listing; Kihei; HI; realestate,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,circlepix,I would love to show you my #listing at 2757 S Kihei Rd #Kihei #HI  #realestate https://t.co/Qcpcg4r2Ml https://t.co/41jrWnufqJ,CMaui Real Estate,486,151,0,1213832756,8,"Maui, Hawaii",Geoffrey Cook,realtymaui,2009
969764552740028416,2018-03-03 02:41:01,,,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,2,Twitter for iPhone,Sizzling Rib Eye with Ko Chu Butter. Need we say more...? https://t.co/wPnIxwDiLu,Serving Fresh House Made Noodles & Asian Specialties.  Open Daily for lunch & dinner 10:30am - 10:00pm 808-667-5400,1442,3602,0,110012763,185,"Lahaina, HI 96761",Star Noodle,StarNoodle,2004
969763510061236225,2018-03-03 02:36:52,"20.970690, -156.677994",,"[[-156.690251, 20.946851], [-156.690251, 21.003423], [-156.646359, 21.003423], [-156.646359, 20.946851]]",Napili-Honokowai,0,Instagram,"Sashimi on sashimi ftw. Much of it local, specially caught for the restaurant. Delicious dinner… https://t.co/NI9uHnBTbB","Learning how people live, what they eat. Easy, health-minded cooking with international flair.",11224,656,0,445754893,25,Washington DC metro ,PlateLessOrdinary,PlateLsOrdinary,9632
969762736790884352,2018-03-03 02:33:48,,,"[[-156.694234, 20.921501], [-156.694234, 20.921501], [-156.694234, 20.921501], [-156.694234, 20.921501]]",Whalers Village,0,Twitter for iPhone,"Kinda windy, so I was hoping @shoulderpikachu wasn’t going to blow off my shoulder. 😂 https://t.co/l3jYcosQHU","Ten inches tall and bulletproof. Mario Karter, Squid Kid, Smasher, and Monster Hunter (HR4). Fantastic pun artist. Morgana fan! #TeamLitten.",18804,343,0,134950750,55,,ArmoredFrog,nsarmoredfrog,88182
969762640061968384,2018-03-03 02:33:25,"20.683779, -156.441752",,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,Just posted a photo @ Maui https://t.co/TwkF0ttaTJ,Carolina Boy Living in Hawaii,34,9,0,879412700786245632,0,"Honolulu, HI",Doug Thomas,DougTho89360871,858
969761410681946113,2018-03-03 02:28:32,,,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter for iPhone,@PapiWooz @FanaticTheDon If that drops and they don’t fuck it up it will be the best thing ever to happen to console,Living life one day at a time hoping to achieve my dreams. Follow my Twitch and YouTube Channels,4034,620,0,340861909,7,"Denver, Detroit, Maui",🔥Doolittle🔥,DoolittleMagic,16385
969760117301235712,2018-03-03 02:23:23,,,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,Twitter for iPhone,@JimGaffigan a few month back I accidentally walked you to the wrong gate at the airport... sorry about that. I thi… https://t.co/s8Z1jI8zsF,,321,91,0,22198193,6,Maui ,Greg White,GregoryWhite2,682
969759212463992832,2018-03-03 02:19:48,"20.690000, -156.438890",LikeItsOurJob,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,Instagram,60 days on Maui 44 daily walks Total daily walk distance: 425km  (264miles) #LikeItsOurJob @… https://t.co/YV5O50X0IM,Father. Husband. Former Premier of Yukon.,1047,2163,0,79771274,94,"Whitehorse, Yukon",Darrell Pasloski,DarrellPasloski,4092
969758888718249984,2018-03-03 02:18:30,,,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,"@KTHopkins @nowthisnews @NRA Bitch, you get no say whatsoever in discussions  of US policy since you are not a US c… https://t.co/DeCJLMorLr",Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969758872385785861,2018-03-03 02:18:27,"20.692604, -156.442535",,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,Instagram,Made it to Maui!! @ Andaz Maui at Wailea Resort https://t.co/m8QVNqBhHX,"Lead Android Engineer @Salesforce, Developer of @TVShowFavs, GDG Las Vegas Organizer",217,180,0,23904728,14,"Las Vegas, NV",Matt Kranzler,mattkranzler,800
969758563005444096,2018-03-03 02:17:13,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,@Samus2008 Sounds good!,"Ten inches tall and bulletproof. Mario Karter, Squid Kid, Smasher, and Monster Hunter (HR4). Fantastic pun artist. Morgana fan! #TeamLitten.",18804,343,0,134950750,55,,ArmoredFrog,nsarmoredfrog,88182
969758430444400646,2018-03-03 02:16:41,,,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,Twitter for iPad,"@BrianABWheat Contact @StatManford for all your southern Alberta Vacation needs, 👍","Past President of Grain Growers of Canada Region 1 Director of Alberta Wheat Commission Proud Family Farmer Magrath, Alberta Canada",3096,2403,0,1133057312,39,,Gary Stanford,senatrstanford,8148
969757343389855747,2018-03-03 02:12:22,"20.639400, -156.125000",backsideofhaleakala,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,"[the road less travelled] Narrow curvy roads are my thing. #backsideofhaleakala @ Kaupo, Hawaii https://t.co/hUJoHlzQ5j",I like to boogie.,4048,1393,0,130201863,62,"yeg, there & everywhere",jeepette,akaNanette,42309
969757106185306113,2018-03-03 02:11:25,"21.003811, -156.660311",,"[[-156.668344, 20.987298], [-156.668344, 21.008757], [-156.646473, 21.008757], [-156.646473, 20.987298]]",Kapalua,0,Instagram,Under the rainbow on our last day in paradise 🌈 @ Oneloa Beach https://t.co/nt32YNcenX,Trust the process. I lack pop and can't play but @madimieko loves me anyway.,57534,319,0,320786801,10,Wyandotte,WALLY,michaelwaligora,36227
969756556370653185,2018-03-03 02:09:14,,,"[[-156.520872, 20.895568], [-156.520872, 20.948244], [-156.488572, 20.948244], [-156.488572, 20.895568]]",Waihee-Waiehu,0,Twitter for iPhone,New Hair Tutorial posted on the website as well https://t.co/gKAo2GhuEL https://t.co/DqYwSt2Qjb,"❥ ""It's life on life's terms"" | New travel blogger | ▲Follow on IG: @preciselypriscilla ✎Click my Blog|Vlog|Tutorial link below 👇🏽",765,73,0,927800561163890688,0,"Waihee-Waiehu, HI",Priscilla D. Griego🌻,prsclladanielle,814
969756416197169157,2018-03-03 02:08:41,"21.017303, -156.583950",,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,"sights from the kahekili highway, considered the most dangerous road on maui and named for a… https://t.co/bxbPya7u41",journalist. country music critic. editor of @EaterDallas + @EaterHouston. #voxunion // email: amyemccarthy@gmail.com,1063,4548,0,45582904,204,DFW ✈️ HOU ,Amy McCarthy,aemccarthy,64806
969756365278216192,2018-03-03 02:08:29,,,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,Twitter for iPhone,5’11” 233lbs. 29 reps. 4.4 40. 41” vert.,Sports. Music. Movies.,18998,202,0,1125685280,25,"Lahaina, HI",Brandon Knight,b_808knight,6927
969756308013400064,2018-03-03 02:08:15,,,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,Twitter for iPhone,"Fuck it. @Browns should take Barkley first, there enough great QBs that will be there by pick #4.",Sports. Music. Movies.,18998,202,0,1125685280,25,"Lahaina, HI",Brandon Knight,b_808knight,6927
969756030375784448,2018-03-03 02:07:09,"20.928622, -156.261963",,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,HAPPY ALOHA MAUI FRIDAY! HAVE A GREAT WEEKEND EVERYONE!   https://t.co/UEbZb4LzFd… https://t.co/kbSDtrb2cQ,Imagination is more important than knowledge...Albert Einstein :),182,1312,0,14466397,97,"Haiku, Maui, Hawaii",Benjamin Barreras,MauiBenjamin,303458
969755904450084865,2018-03-03 02:06:39,,,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,"@Joel_Searby Delta should move, along with their dollars and employees. Georgia Republicans have to pay a price for this 💩.",Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969755527080112128,2018-03-03 02:05:09,,AlohaFriday,"[[-156.488217, 20.713353], [-156.488217, 20.797329], [-156.430615, 20.797329], [-156.430615, 20.713353]]",Kihei,0,Twitter for iPhone,#AlohaFriday yeah! N Kihei Rd is finally open! @MauiTomorrow will traffic be better on Mother Maui? Do tell.,"Triathlete 27 yrs! Head Coach Zenergysports. Former Triathlon race director, 2 awesome kids, peace, one world, it's a feeling. HUGE DMB fan!",8,282,0,107286256,7,N 37°2' 0'' / W 76°22' 0'',Laurie Householder,trihousequeen,778
969755120064872449,2018-03-03 02:03:32,,,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,@BreeNewsome Florida teachers must stand up and refuse to be armed. This is INSANE’,Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969754873888739328,2018-03-03 02:02:33,"20.680279, -156.442027",Wailea; job; Hospitality; Hiring,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,TweetMyJOBS,"See our latest #Wailea, HI #job and click to apply: Public Area Attendant - https://t.co/WXs2BQNP4v #Hospitality #Hiring","Connect with us for exciting career news, opportunities and updates at Four Seasons Hotels and Resorts.",366,6693,0,36176997,271,Worldwide,Four Seasons Jobs,FourSeasonsJobs,1891
969754434367614977,2018-03-03 02:00:48,"20.680811, -156.442663",MyFavoriteHusband; BlackLoveMatters; est4; almost30,"[[-178.443593, 18.86546], [-178.443593, 28.517269], [-154.755792, 28.517269], [-154.755792, 18.86546]]",Hawaii,0,Instagram,😍 #MyFavoriteHusband #BlackLoveMatters #est4/2/88 #almost30 @ Four Seasons Resort Maui at Wailea https://t.co/oq4nLBL8Le,"Life, Fit & Food Coach In-Home and online  💞💪👄 Sexy Summer bodies are built now! I'll help you clear your mind, work your muscles and eat to live",793,179,0,11934602,3,US,MyBodyFitFab51,My_Body_Fit_51,2724
969754167995637760,2018-03-03 01:59:45,,AnyWillingPharmacy,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,".@RepKenMarchant, don’t let @CMSGov raise drug costs for seniors with Medicare. Stop new #AnyWillingPharmacy rules… https://t.co/UHUlZeoSmZ",Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969752602366783488,2018-03-03 01:53:32,,,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,@TheRickWilson I would rearrange my schedule every single day of your tenure if you promised to conduct every press… https://t.co/cRGwYBfeGq,Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969751935074164736,2018-03-03 01:50:53,"20.707217, -156.442806",,"[[-156.447259, 20.645337], [-156.447259, 20.714786], [-156.395566, 20.714786], [-156.395566, 20.645337]]",Wailea,0,Instagram,Cheers to the weekend! Tag someone you’re going to crack open a (well-deserved) cold one with!… https://t.co/YaB2L2CNwK,"❥ ""It's life on life's terms"" | New travel blogger | ▲Follow on IG: @preciselypriscilla ✎Click my Blog|Vlog|Tutorial link below 👇🏽",765,73,0,927800561163890688,0,"Waihee-Waiehu, HI",Priscilla D. Griego🌻,prsclladanielle,814
969751666596589568,2018-03-03 01:49:49,"20.878333, -156.682500",Lahaina; job; Retail; Hiring; CareerArc,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,TweetMyJOBS,"See our latest #Lahaina, HI #job and click to apply: Sales Associate - Outlets At Maui - https://t.co/QhLU8Wjr8c #Retail #Hiring #CareerArc","Follow this account for geo-targeted Retail job tweets in Maui, HI. Need help? Tweet us at @CareerArc!",0,355,0,28625882,43,"Maui, HI",TMJ-MAU Retail Jobs,tmj_mau_retail,55
969751571994099712,2018-03-03 01:49:26,,,"[[-156.690186, 20.855885], [-156.690186, 20.941656], [-156.657928, 20.941656], [-156.657928, 20.855885]]",Lahaina,0,Twitter Web Client,Almost trashed this one. Took lots of edits to get one I liked. The Mala Wharf fading out of existence.… https://t.co/yUVI5ENlSZ,"My name is JJ & I live in Washington. I have a passion for the outdoors, gear, and photography.",0,109,0,335401066,2,"Carnation, WA",JJ Johnson,JJJohnson_Photo,369
969751398119124992,2018-03-03 01:48:45,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPhone,Made it a full week! https://t.co/MNMo8vPlyf,"Ten inches tall and bulletproof. Mario Karter, Squid Kid, Smasher, and Monster Hunter (HR4). Fantastic pun artist. Morgana fan! #TeamLitten.",18804,343,0,134950750,55,,ArmoredFrog,nsarmoredfrog,88182
969751350023106560,2018-03-03 01:48:33,,,"[[-156.359376, 20.804118], [-156.359376, 20.850458], [-156.318233, 20.850458], [-156.318233, 20.804118]]",Pukalani,0,Twitter for iPhone,@TheRickWilson Pollen + Vog from Haleakala + Zero Wind = PURE MISERY. Praying for wind and/or rain. 🤧😷,Retired Mom and Tutu...Il Volo Fanatic,133867,1442,0,49551962,140,"Maui, Hawaii",Il Volo Maui,RickiAdoroIV,137997
969750618007945216,2018-03-03 01:45:39,"20.891111, -156.504722",job; Healthcare; Wailuku; Hiring; CareerArc,"[[-156.5369, 20.860213], [-156.5369, 20.916384], [-156.480503, 20.916384], [-156.480503, 20.860213]]",Wailuku,0,TweetMyJOBS,"Join the BAYADA team! See our latest #job opening here: https://t.co/3KleWyCEje #Healthcare #Wailuku, HI #Hiring #CareerArc","Follow this account for geo-targeted Healthcare job tweets in Maui, HI. Need help? Tweet us at @CareerArc!",0,376,0,23539364,55,"Maui, HI",TMJ- MAU Health Jobs,tmj_mau_health,24
969750142906548225,2018-03-03 01:43:45,,,"[[-156.696704, 20.911087], [-156.696704, 20.950546], [-156.674143, 20.950546], [-156.674143, 20.911087]]",Kaanapali,0,Twitter for iPad,@billybeale71 Amen to that!!!!!,,18197,463,0,625184137,20,,Thurston Howell,thurstonhow,3914
969747637191634944,2018-03-03 01:33:48,"20.886882, -156.477408",,"[[-156.500605, 20.848879], [-156.500605, 20.90097], [-156.451278, 20.90097], [-156.451278, 20.848879]]",Kahului,0,Instagram,Happy Friday! Hope everyone has an awesome weekend. @ Island of Maui https://t.co/NQQ1j44wM3,"Photographer and video creator | Utah, USA | I love traveling and adventuring. DM me if you want to work together! | YouTube Gleb Lapham | Instagram @gleblapham",1004,76,0,632611238,0,"Utah, USA",Gleb Lapham,GlebLapham,486
