id,text,mortality_salience,i,we,you,they,posemo,negemo,anx,anger,sad,social,family,friend,cogproc,focuspast,focuspresent,focusfuture,relig,death
361," Yes.  Yes, I do.  Do I just talk to the front?  O.K.  To everybody on both sides of that wall--I want you to know I love you.  I am sorry that the child had to lose her life, but I should not have to be here.  Tell my family I love them all and I will see them in Heaven.  Come home when you can.  I am done.  Love you all. ",1,13.7,0.0,5.48,2.74,5.48,2.74,0.0,0.0,2.74,20.55,1.37,0.0,10.96,2.74,19.18,1.37,1.37,0.0
360, I love my family. You all stay strong. Watch over each other. Stay strong. I love you. I love you. It's my hour. It's my hour. I love you. Stay strong.  ,1,22.58,0.0,12.9,0.0,22.58,0.0,0.0,0.0,0.0,29.03,3.23,0.0,6.45,0.0,19.35,0.0,0.0,0.0
359,"Yes.  I want to thank you all for being here and for your love and support.  And thanks for the efforts, Peter and Lorrell.  I love you all.  Celina, I love you.  I'm done. ",1,11.76,0.0,11.76,0.0,17.65,0.0,0.0,0.0,0.0,20.59,0.0,0.0,8.82,2.94,14.71,0.0,0.0,0.0
358," Yes.  Ms. Carolyn Barker, and Tina, I would like to apologize to you all.  To Amy's sister, and everybody else here.  I love you all.  I hope you can find it in yourselves to forgive me and I hope all this here will kinda settle your pain and I hope the Lord will give you comfort and peace.  And I just want you to know I am very sorry for what I have done.  And if I see Amy on the other side, I will tell her how much you love and miss her and we will have a lot to talk about.  Mom, Dad, and Charlotte - I am sorry for putting you through all this pain and stuff.  I did talk to Brandon and I think I got a little stuff stopped.  I love you all and I will see you on the other side.  O.K. ",1,11.49,0.68,7.43,0.0,6.76,3.38,0.0,0.0,2.03,18.24,2.03,0.0,14.86,2.7,12.84,5.41,0.68,0.0
357," Yes sir. Darling Kerstin, these last few years have been blessed having you in my life. And to all my friends that have been out there, thank you for your friendship and support and all you have done for me. The guys back there waiting, keep the faith and stay strong and put your faith in the Lord. Many times in life we take the wrong road and there are consequences for everything. Mistakes are made, but with God all things are possible. So put your faith and trust in Him. We talk about a reprieve or stay from the Supreme Court, but the real Supreme Court you must face up there and not down here. Keep your heads up and stay strong. I love you all. That is it. Stay strong. Thank you.  ",1,2.99,1.49,7.46,0.0,11.19,1.49,0.0,0.0,0.0,15.67,0.0,2.24,10.45,2.99,14.18,0.0,4.48,0.0
355,"Yes.  Man, I just want you to know how much I love them.  I want you to be strong and get through this time.  Do not fall back.  Keep going forward.  Don't let this hinder you.  Let everybody know I love them (several names listed), Kevin - as well as everyone else in the family.  Tell them that I love them and stay strong.  This is kind of hard to put words together; I am nervous and it is hard to put my thoughts together.  Sometimes you don't know what to say; I hope these words give you comfort.  I don't know what to say.  I want you to know I love you; just stay strong and don't give up.  Let everybody know I love them...and love is unconditional, as Mama has always told us.  I may be gone in the flesh, but I am always with you in spirit.  I love you. ",1,9.87,0.66,5.92,3.29,8.55,0.66,0.66,0.0,0.0,24.34,1.32,0.0,15.13,1.32,21.05,1.97,0.66,0.0
354,"Yes sir. I would like to apologize to the victim's family and all the grief I have caused them. I would like to say I love the girls next to them. Praise the Lord. Let's go, Warden. That's it. ",1,10.26,2.56,0.0,5.13,10.26,5.13,0.0,0.0,2.56,25.64,2.56,0.0,10.26,0.0,12.82,0.0,2.56,2.56
353,"Jack and Irene, I love you guys.  Tell my family I love them.  I am sorry for the things I have done.  I know God will forgive me.  Keep track of Danielle for me.  I will miss you guys.  I love you.  I guess that's all. ",1,23.91,0.0,6.52,2.17,8.7,4.35,0.0,0.0,4.35,26.09,2.17,4.35,8.7,2.17,17.39,4.35,2.17,0.0
352," Tell Beth and them I am sorry, truly sorry for the pain that I caused your family.  I truly mean that too.  She was a friend of mine and I betrayed her trust.  I love you all.  Tell momma I love her. The Lord is my shepherd; I shall not want,  He maketh me to lie down in green pastures; he leadeth me beside the still waters.  He restoreth my soul; he leadeth me in the paths of righeousness for his name's sake.  Yea, though I walk through the valley of the shadow of death, I will fear no evil; for thou art with me.  Thou preparest a table before me in the presence of mine enemies; thou anointest my head with oil; my cup runneth over.  Surely goodness and mercy shall follow me all the days of my life; and I will dwell in the house of the Lord for ever.   Our Father, who are in heaven, Hallowed be thy Name.  Thy kingdom come.  Thy will be done, On earth as it is in heaven.  Give us this day our daily bread.  And forgive us our trespasses, As we forgive those who trespass against us.  And lead us not into temptation, But deliver us from evil.  For thine is the kingdom, and the power, and the glory, for ever and ever.  Amen  All right Warden, let's give them what they want. ",1,9.91,4.31,3.88,1.29,5.17,3.45,0.86,0.43,0.86,20.26,1.29,0.43,9.05,0.86,8.19,2.59,3.02,0.43
351," Yes I do. I would like to address you first. I did not kill your loved one, but I hope that one day you find out who did. I wish I could tell you the reason why, or give some kind of solace; you lost someone you love very much. The same as my family and friends are going to lose in a few minutes. I am sure he died unjustly, just like I am. I did not murder him; I did not have anything to do with his death. And to you my family and friends, I love you dearly. Even though I die, that love for you will never die. Into Your hands, Lord, I commit my spirit. Thank you. Thank you all. ",1,12.9,0.0,9.68,0.0,8.06,3.23,0.0,1.61,1.61,21.77,1.61,1.61,16.94,4.84,12.9,3.23,1.61,4.84
350," Yes sir, I do.  To the victim's family.  I hope it helps a little.  I do not know how, but I hope it helps.  I love you all, all of you.  You know I love you.  Thank you for bringing my children back to my life.  Thank you.  I love you all.  I love you all very much.  Thank you very much.  (Statement amended 01/09/06)  ",1,14.93,0.0,13.43,0.0,16.42,1.49,0.0,0.0,0.0,26.87,1.49,0.0,17.91,0.0,16.42,2.99,0.0,0.0
347,"I would like the Chaplain to say a prayer, not only for me but for the victim's family.  For them being misled, I am sorry.  That is all I have to say. ",1,12.5,0.0,0.0,3.12,3.12,6.25,0.0,0.0,3.12,12.5,3.12,0.0,15.62,0.0,15.62,3.12,6.25,0.0
346, Only the sky and the green grass goes on forever and today is a good day to die.  ,1,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56,0.0,22.22,0.0,0.0,5.56
345,"Yes.  The victim's family is not here so I won't address them.  I want to thank my family and friends for everything.  My wife, Ailsa, my sister-in-law, Laura - thank you for being here for me.  I love you.  And thanks for the friends at the Polunsky Unit that helped me get through this that didn't agree with my decision - and still gave me their friendship.  I thank them.  Warden...  ",1,15.71,0.0,2.86,4.29,8.57,1.43,0.0,0.0,0.0,21.43,7.14,2.86,7.14,4.29,10.0,1.43,0.0,0.0
344,"Yes, I do.  I just want to thank all my friends and family who gave me support these past eight years.  I want to apologize to the victim's family for the pain I caused them.  And to everyone at the Polunsky Unit, just keep your heads up and stay strong.  ",1,12.0,0.0,2.0,2.0,6.0,4.0,0.0,0.0,0.0,18.0,4.0,2.0,10.0,4.0,14.0,0.0,0.0,0.0
343,"Yes sir. To Edie, Tom, and and Carma - I love all you all.  I appreciate all your support.  I love you Margherita, Father Guido, and Father Angelo.  I appreciate your spiritual support and all those that were in prayer for me.  I will be O.K.  I am at peace with all of this and I won't have to wake up in prison any more.  I love you all.  I totally surrender to the Lord.  I am ready, Warden. ",1,13.92,0.0,6.33,0.0,11.39,0.0,0.0,0.0,0.0,13.92,2.53,0.0,12.66,1.27,7.59,3.8,3.8,0.0
342," Yes. I would like to address the victim's family. I received your poem and I am very grateful for your forgiveness. I still want to ask for it anyway. I have Jesus in my heart and I am sorry for any pain I caused you all. Thank you for your forgiveness. I am sorry. Ashlee, Pam -- I am going to miss you all. I love you all. Give everybody my love. Give everybody my love, O.K.? Mother, James, Justin, Corey, Brent, grand-babies and Daddy - I love you Pam. I love you Ashlee, Pammy and Irene. I will see you all on the other side. Couple friends on death row who have helped me; Shy Town and Crazy Jay...I love you all and for all your support. Uncle Ray too. I am saved and I am going home, O.K.? You all stay strong. You all stay strong. That is all.  ",1,13.07,0.0,9.15,0.0,9.8,4.58,0.65,0.0,1.96,23.53,3.27,0.65,11.76,0.65,12.42,1.96,0.65,0.65
341,"Yes sir, Warden Okay I've been hanging around this popsicle stand way too long.  Before I leave, I want to tell you all.  When I die, bury me deep, lay two speakers at my feet, put some headphones on my head and rock and roll me when I'm dead.  I'll see you in Heaven someday.  That's all Warden. ",1,17.24,0.0,3.45,0.0,3.45,0.0,0.0,0.0,0.0,6.9,0.0,0.0,8.62,1.72,15.52,3.45,1.72,5.17
340," I want to apologize to you, and I am sorry.  I have made a lot of mistakes in my life.  The things I did changed so many lives.  I can't take it back, it was an atrocity.  I am sorry.  I beg your forgiveness, I know I am not worthy of it.  I love you Mom and Dad, and all my family.  Thank you for everything.  Jesus, thank you for your love and saving grace.  Thank you for shedding your blood on Calvary for me.  Thank you Jesus for the love you have shown me.  ",1,14.74,0.0,10.53,0.0,9.47,3.16,0.0,0.0,2.11,20.0,3.16,0.0,11.58,4.21,14.74,0.0,2.11,0.0
339," Yes sir, can you hear me?  To you Irene, Thank You.  I love you all.  All right Warden, I'm ready.  ",1,15.0,0.0,20.0,0.0,15.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0
338," Yes sir.  I would like to ask you to forgive me.  I made a mistake and I am sorry for what I did.  All I can do is ask you to forgive me.  I love you and I will see all of you in Heaven.  I love you very much.  Praise Jesus.  I love you.  Our Father, who art in Heaven, hallowed be thy name.  Thy kingdom come, Thy will be done, on earth as it is in Heaven.  Give us this day our daily bread, and forgive us our trespasses as we forgive those who have trespassed against us.  And lead us not into temptation, but deliver us from evil.  Amen.  ",1,9.82,8.04,8.04,0.0,10.71,2.68,0.0,0.0,0.89,30.36,0.89,0.0,11.61,2.68,11.61,1.79,4.46,0.0
337," Yes sir, I do. I would like to apologize to the family of the victim. I am sorry for the pain I have caused you. I know it is a great loss and I want to apologize. I am sorry. And to my family, I love you and I will see you all in Heaven. O.K.  ",1,17.54,0.0,5.26,0.0,7.02,8.77,0.0,0.0,5.26,15.79,3.51,0.0,8.77,0.0,14.04,1.75,1.75,0.0
336,"Yes sir.  Sorry that I have to put my family through this.  All of you know I got my peace.  And I hope you find peace.  And to the family, the truth will come out and I hope you find peace.  I got my peace.  I hope everybody has their peace.  I am tired.  I am going to be in your heart.  I love you all.  To everybody else, the truth will be known.  It didn't come out in time to save my life.  It is wrong to put the families through this.  But when it comes out, I hope it stops this.  It is wrong for the prosecutors to lie and make witnesses say what they need them to say.  The truth has always been there.  I just hope everybody has their peace.  Today I get mine.  I love you all.  ",1,12.68,0.0,4.23,2.82,11.97,2.11,0.0,0.0,0.7,14.79,2.11,0.0,16.9,3.52,19.72,5.63,0.0,0.0
335," Yes.  Well here we are again folks, in the catacombs of justice.  You know there is a lot I wanted to say - a lot I thought I'd say - but there is not a whole lot to say.  There are people that will be mad thinking I try to seek freedom from this, but as long as I see - freedom belongs to me and I'll keep on keeping on.  The shackles and chains that just might hold my body can't hold my mind, but will kill me otherwise.  I love you momma, and Misty and Annette, Brenda and Anthony - and all my friends and everybody that supported me.  I leave my love here; I am never going to stop loving you.  My love is going to stay here.  ",1,13.39,0.79,2.36,0.0,6.3,1.57,0.0,1.57,0.0,12.6,1.57,0.79,14.17,1.57,13.39,4.72,0.0,0.79
334,I do.  I just wanted to say to all of those that have supported me over the years that I appreciate it and I love you.  And I just want to tell my mom that I love her and I will see her in Heaven.  ,1,20.0,0.0,2.22,0.0,11.11,0.0,0.0,0.0,0.0,17.78,2.22,0.0,8.89,4.44,13.33,2.22,2.22,0.0
333,"Yes I do. Mike and Ms. Allison, I would like to tell you that I am responsible and I am sorry for what I did and the pain I caused you all. I love you Earline and all of my friends that stood by me. I feel blessed to have had you all. Stay strong and take care of them kids. Set me free Warden. Father, accept me.  ",1,17.65,0.0,5.88,1.47,10.29,2.94,0.0,0.0,1.47,14.71,1.47,1.47,10.29,4.41,13.24,0.0,1.47,0.0
331," Yes.  Man, there is a lot of people there.  There was a lot of people that got me to this point, and I can't thank them all.  But thank you for your love and support; they have allowed me to do a lot more than I could have on my own.  Sheila, I wish I would have met you seven years ago; it would have been a lot easier.  But I have overcame a lot.  I am not angry, but I am disappointed that I was denied justice.  But I am happy that I was afforded you all as family and friends.  You all have been there for me; it's a miracle.  I love you.  And I have to tell Jessica I am sorry.  I never knew it would come to this.  Lorna, you know you have to keep my struggle going.  I know you just lost your baby; but you have to keep running.  Andy, I love you man.  Tell Andre and them that I didn't get a chance to reach my full potential, but you can help them reach theirs.  You needed me, but I just did not know how to be there for them.  There is so much I have to say, but I just can't say it all.  I love you all.  Please just keep the struggle going.  If you turn your back on me, you turn your back on them.  I love you all and I'll miss you all.  Thanks for allowing me to touch so many hearts.  I never knew I could do it, but you made it possible.  I am just sorry.  And I am not as strong as I thought I was going to be.  But I guess it only hurts for a little while.  You all are my family.  Please keep my memory alive.  ",1,13.53,0.0,7.59,2.31,4.62,2.97,0.66,0.33,1.98,16.17,0.99,0.33,18.15,5.94,15.84,1.98,0.0,0.33
330," Yes, I do.  I want to say first that I love you Pam.  I love you, Ann, Jenny, Carla, Fran, Mom and Dad.  What a blessing, what a blessing you have been in my life.  And I am so sorry you are going through what you are now.  But we are both headed to a better place.  Thank you, baby girl - love you people.  Sister, Blackie, Dixie, Rusty, Andy, Buster, Milo - we got so many - Grace and Sonny man.   I love you all.  You have a treat coming to you.  Thank you for having been there for me -- and our Father and Mother.  Give them a hug and give them my love.  I am ready Warden.  ",1,8.62,2.59,9.48,1.72,12.07,0.86,0.0,0.0,0.86,29.31,5.17,0.0,2.59,2.59,12.93,1.72,1.72,0.0
329,"Yes sir, I would.  To the West Family, I would just like to apologize for your loss.  I hope that you can forgive me.  To my family and loved ones and friends, I thank all of you all for your support and I am sorry for the pain and hurt I have caused you.  I love you all and I will see you on the other side.  O.K. Warden.  ",1,14.29,0.0,10.0,0.0,8.57,5.71,0.0,0.0,4.29,21.43,2.86,1.43,12.86,0.0,10.0,2.86,0.0,0.0
328," Into your hands Oh Lord, I commence my spirit.  Amen.  ",1,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0
327,"Yes I do.  To my family, to my friends, and people who have accepted me for being the person that I am.  To the Sullivan and Hayden families, I do not come here with the intention to make myself out to be a person that I am not.  I never claimed to be the best person.  I am not the best father, the best son, or the best friend in the world.  I did the best I could with what I had.  I come with no hate in my heart or bitterness.  To my family and to you people, I can only apologize for all the pain I caused you.  May God forgive us on this day.  I am ready when you are.  ",1,15.45,0.81,2.44,0.0,6.5,2.44,0.0,1.63,0.0,15.45,4.07,1.63,11.38,2.44,12.2,0.81,0.81,0.0
326," Yes sir.  Today I go home to the Lord.  But first, I have to say something.  I am real sorry.  I took family member's life and I shouldn't have.  I hope that you can move on.  I am just sorry.  I don't know what else to say.  I can't bring anyone back.  I would if I could.  I hope you will be fine.  I won't ask for your forgiveness.  God will be my judge.  To my family and friends, I love you all.  You all take care and somebody find Void.  Be strong and I will see you all; hopefully not soon.  Keep your head up.  That is all I have to say.  ",1,15.93,0.0,6.19,0.0,7.08,1.77,0.0,0.0,1.77,17.7,1.77,0.88,18.58,0.88,24.78,7.08,1.77,0.0
325," Yeah.  I want to thank my family and friends; my family for all loving me and giving me so much love.  I am sorry; I really am.  You, Brian's sister, thanks for your love --  it meant a lot.  Shane -- I hope he finds peace.  I am sorry I destroyed you all's life.  Thank you for forgiving me.  To the moon and back -- I love you all.  ",1,18.18,0.0,7.58,0.0,16.67,4.55,0.0,1.52,3.03,24.24,4.55,1.52,13.64,1.52,12.12,1.52,0.0,0.0
324," Yes I do.  I want to tell everyone, my family, thanks for standing by me.  I want to tell Mr. and Ms. Gray and everyone that I didn't do what I did to hurt you all.  I am sorry that I did what I did.  I don't think you know the true reason for doing what I did, but Brandy and I had a suicide pact and I just didn't follow through with it.  That did not come out in the trial.  I am not trying to hurt you by telling you this.  I am trying to tell you the truth.  I want Cindy to know that I know she is out there -- and Vicente Hernandez that I love them.  Thank you for all you have done and I want to make sure you are alright.  That is all I want to say.  I am ready.  See you later.  I am ready.  ",1,15.13,0.0,5.92,0.66,5.92,1.97,0.0,0.0,1.97,13.16,0.66,0.0,17.11,5.92,20.39,0.0,0.0,0.66
323,"Yes I do.  Sir, in honor of a true American hero. ""let's roll"".  Lord Jesus receive my spirit.  ",1,11.11,5.56,0.0,0.0,16.67,0.0,0.0,0.0,0.0,16.67,0.0,0.0,5.56,0.0,11.11,0.0,16.67,0.0
322,Statement to what.  State What.  I am not guilty of the charge of capital murder.  Steal me and my family's money.  My truth will always be my truth.  There is no kin and no friend; no fear what you do to me.  No kin to you undertaker.  Murderer.  [Portion of statement omitted due to profanity] Get my money.  Give me my rights.  Give me my rights.  Give me my rights.  Give me my life back.,1,20.0,0.0,2.67,0.0,2.67,6.67,2.67,2.67,0.0,12.0,2.67,1.33,8.0,0.0,12.0,1.33,0.0,2.67
321," Yes Warden, I do. Well Mom, sometimes it works out like this. Love life; live long. When you are dealing with reality, real is not always what you want it to be. Take care of yourselves. I love you. Tell my kids I love them. God is real. He is fixing to find out some deep things that are real. Bounce back, baby. You know what I'm saying. You all take care of yourselves. That is it.  ",1,6.49,0.0,9.09,1.3,7.79,0.0,0.0,0.0,0.0,22.08,2.6,0.0,10.39,0.0,25.97,0.0,1.3,0.0
320,"Yeah. The only statement I want to make is that I am an innocent man - convicted of a crime I did not commit. I have been persecuted for 12 years for something I did not do. From God's dust I came and to dust I will return - so the earth shall become my throne. I gotta go, road dog. I love you Gabby. [Remaining portion of statement omitted due to profanity.] ",1,14.08,0.0,1.41,0.0,2.82,0.0,0.0,0.0,0.0,4.23,0.0,0.0,12.68,5.63,12.68,4.23,1.41,0.0
318,"Yes.  I just want to say I am not sad today or bitter with anybody.  Like I've said from day one, I did not go in there and kill them - but I am no better than those that did.  Jesus is Lord.  ",1,11.9,0.0,0.0,2.38,2.38,7.14,0.0,4.76,2.38,9.52,0.0,0.0,16.67,7.14,19.05,0.0,4.76,2.38
317,"Yes.  I would just like to say to my family that I am sorry for all the grief I have caused.  I love you all.  Tell Mama and the kids I love you; I love all of you.  And I would like to clear some things up if I could.  Tommy Perkins, the man that got a capital life sentence for murdering Kinslow -- he did not do it.  I did it.  He would not even have had anything to do with it if he had known I was going to shoot the man.  He would not have gone with me if he had known.  I was paid to shoot the man.  And Martin, the younger boy, did not know what it was about.  He thought it was just a robbery.  I am sorry for that.  It was nothing personal.  I was trying to make a living.  A boy on Eastham doing a life sentence for killing Jamie Kent - I did not do it, but I was with his daddy when it was done.  I was there with him and down through the years there were several more that I had done or had a part of.  And I am sorry and I am not sure how many - there must be a dozen or 14 I believe all total.  One I would like to clear up is Cullen Davis - where he was charged with shooting his wife.  And all of these it was never nothing personal.  It was just something I did to make a living.  I am sorry for all the grief I have caused.  I love you all.  That is all I have to say. ",1,10.14,0.0,1.45,0.0,2.54,2.9,0.0,0.72,2.17,11.96,1.45,0.0,17.39,10.87,8.33,0.36,0.0,1.45
316," Yes. Connie, Nanny, Bea, Kathy and Richard - I love you all and I thank you all very much for supporting me with your love. In the name of Jesus, I am sorry for the pain I caused you all. I am sorry. Gilbert didn't deserve to die and I want you all to know I am sorry. I pray that the good Lord will give you all peace. Okay. ",1,13.04,0.0,8.7,0.0,10.14,5.8,0.0,0.0,4.35,15.94,1.45,0.0,13.04,1.45,11.59,2.9,4.35,1.45
315," Yes sir.  I would like to thank God for all the blessings He has given me.  And I pray that through His mercy, He will allow me into His grace.  And to the family of Ms. Ayers, I would like to apologize for all the pain and suffering and that God gives you closure.  And I pray that He blesses you.  And to my family, know that I love every single one of you and pray that God gives you peace and strength.  I may not be with you in the physical, but by grace, my heart will be with you all and I know God loves every one of you all.  ",1,9.82,0.0,6.25,0.0,9.82,1.79,0.0,0.0,0.89,17.86,1.79,0.0,13.39,0.89,8.04,5.36,8.93,0.0
313," Yes sir, I do.  I would like to thank everybody for coming out tonight and celebrating life.  This is a celebration of life, not death.  Through Jesus Christ, we have victory over death.  I would like to thank the Holy Father and Pope John Paul for their angelic blessings and all the prayers and support.  And thanks to Father (name unknown) and Guido Todeschini for your love and support.  I want to thank everybody around the world and Father, let your will be done.  I am going to keep this statement short.  I love you all.  I am ready, Warden.  ",1,7.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,10.0,1.0,14.0,5.0,7.0,2.0
312,"I did have, but now I see my family here and everything - all I want to say is I love you all so much. I am innocent. I love you all so much. You are beautiful. Okay Warden, I am through.  ",1,19.51,0.0,7.32,0.0,12.2,0.0,0.0,0.0,0.0,19.51,2.44,0.0,14.63,2.44,21.95,0.0,0.0,0.0
310," I would like for Rosalyn's family and loved ones and my wife, Mary's, family to know that I am genuinely sorry for what I did.  I would like you to reach down in your hearts and forgive me.  There is no excuse for what I did.  Rosalyn's mother asked me at the trial, ""Why?"" and I do not have a good reason for it.  Please forgive me.  As for my friends and family here - thanks for sticking with me and know that I love you and will take part of you with me.  I would like to thank one of the arresting officers that I would have killed if I could have.  He gave me CPR, saved my life, and gave me a chance to get my life right.  I know I will see Mary and Rosalyn tonight.  I love you all.  ",1,16.9,0.0,3.52,0.0,8.45,1.41,0.0,0.7,0.7,14.79,3.52,0.7,11.97,3.52,9.86,2.11,0.0,0.7
309," First of all, I want to say God bless everyone here today.  For many years I have done things my way, which caused a lot of pain to me, my family and many others.  Today I have come to realize that for peace and happiness, one has to do things God's way.  I want to thank my family for their support.  I love you.  I am taking you with me.  You all stay strong.  I love you.  I also want to say thanks to the Chaplains who I have met through the years and who have brought me a long way.  And I cherish you as my family and at this time...oh, Ken, my little son, I am coming to see you.  Oh Lord, into your hands I commit my spirit.  Thy will be done.  ",1,15.44,0.0,5.88,0.74,7.35,0.74,0.0,0.0,0.0,15.44,2.94,0.0,8.09,2.94,17.65,1.47,4.41,0.0
308," I just want to address Katrina and Rebecca. You have been beautiful to me. Without you in my life, I would not have been able to make it like this. Probably, I would have put up a good fight; you have calmed me. I love you. I respect you. Big brother, you put up the best fight you could and I love you. That is it. ",1,13.64,0.0,12.12,0.0,9.09,3.03,0.0,3.03,0.0,19.7,1.52,0.0,12.12,3.03,10.61,0.0,0.0,0.0
306," First of all, I would like to ask Sister Teresa to send Connie a yellow rose. I want to thank the Lord, Jesus Christ, for the years I have spent on death row. They have been a blessing in my life. I have had the opportunity to serve Jesus Christ and I am thankful for the opportunity. I would like to thank Father Walsh for having become a Franciscan, and all the people all over the world who have become my friends. It has been a wonderful experience in my life. I would like to thank Chaplain Lopez, and my witnesses for giving me their support and love. I would like to thank the Nuns in England for their support. I want to tell my sons I love them; I have always loved them - they were my greatest gift from God. I want to tell my witnesses, Tannie, Rebecca, Al, Leo, and Dr. Blackwell that I love all of you and I am thankful for your support. I want to ask Paulette for forgiveness from your heart. One day, I hope you will. It is a tragedy for my family and your family. I am sorry. My special angel, I love you. And I love you, Connie. May God pass me over to the Kindom's shore softly and gently. I am ready.  ",1,13.96,0.0,3.15,2.7,13.51,0.9,0.0,0.0,0.9,15.32,2.25,0.45,8.11,2.25,13.96,1.35,4.95,0.45
305,"Tell Mama I love her and tell the kids I love them, too.  I'll see you all.  ",1,17.65,0.0,5.88,5.88,11.76,0.0,0.0,0.0,0.0,52.94,5.88,0.0,5.88,0.0,17.65,5.88,0.0,0.0
304," Can you hear me, Chris?  The Lord is my Shepherd; I shall not want.  He makes me to lie down in green pastures; He leads me beside the still waters.  He restores my soul;  He leads me in the paths of righteousness for His name's sake.  Yea, though I walk through the valley of the shadow of death, I will fear no evil; for Thou art with me;  Thy rod and Thy staff comfort me.  Thou preparest a table before me in the presence of my enemies;  Thou anointest my head with oil;  My cup runneth over.  Surely goodness and mercy shall follow me all the days of my life;  And I will dwell in the house of the Lord forever. I want to thank you for being there with me all these years and supporting me and keeping me in the Word.  Michael, you take care of her and thank you Father Don and Chris.  And I want to thank the media for being nice to me all this time.  Bye, Chris.  I will see you.  Take care of yourselves and you all stay strong.  You keep doing your ministry.  ",1,13.09,0.0,7.33,0.0,5.76,2.09,1.05,0.52,0.0,12.57,0.52,0.0,7.33,0.0,9.95,3.14,2.62,0.52
302,"To the media, I would like for you to tell all the victims and their loved ones that I am truly, truly sorry for taking their loved ones' lives.  And I hope they will find it in their heart to forgive me for what I did to them.  I am a different person now, but that does not change the fact of the bad things I have committed.  God can give you the same peace He gave me and you can be in His hands.  And to my beautiful family, be strong.  Remember what I said, ""God is the Way, the Truth, and the Life.""  OK, Warden.  ",1,9.35,0.0,2.8,4.67,11.21,2.8,0.0,0.0,0.93,17.76,0.93,0.0,14.02,3.74,14.02,1.87,1.87,0.0
301,"The statement that I would like to make is, none of this should have happened and now that I'm dying, there is nothing left to worry about. I know it was a mistake. I have no one to blame but myself. It's no big deal about choosing right from wrong. I pray that everyone involved overlooks the stupidity. Everybody has problems and I won't be a part of the problem anymore. I can quit worrying now, it was all a mistake. That's all I want to say.  ",1,10.34,0.0,0.0,0.0,1.15,10.34,2.3,2.3,0.0,5.75,0.0,0.0,19.54,4.6,19.54,2.3,1.15,1.15
300,"I would like to say first and foremost to the Lord God Almighty that I am sorry and forgive me of every single solitary sin I have committed these 35 years I have lived upon this Earth.  To the Varghese family, I would ask that you forgive me because I know you have suffered a great loss and I am truly, truly sorry.  I know what you have suffered, but please grant me your forgiveness.  I am truly sorry, and there is not a day that I have not prayed for you.  And to my Mom, I love you.  I am going to see the Lord.  The Lord is my Shepherd.  Let everyone know that I love them; this is not goodbye.  I will see you later.  ",1,14.96,0.0,5.51,0.79,8.66,5.51,0.0,0.0,4.72,14.96,1.57,0.0,14.96,2.36,14.96,2.36,4.72,0.0
299,"I would like to say to the victim's family, if this goes on record, that I know they have gotten grief and I know with this execution, it will not be any relief to them. That with my death, it will just remind them of their loved one, Mr. Holder. I would like to say to them, ""please forgive me for what happened; it was self defense...and I was never able to get up on the stand to tell them."" I know this is wrong. I am going home to the Lord.  ",1,9.68,0.0,0.0,6.45,6.45,4.3,0.0,0.0,1.08,13.98,1.08,0.0,10.75,4.3,12.9,3.23,1.08,3.23
298," Spoken: The statement I would like to make is to all my loved ones - and to the Abrahams and Williams families.  We came a long way through the tragedy - from hate to love and I would like to apologize for the pain I have caused all my families on both sides.  I am looking at you Mr. Frank: I am sorry brother for what happened to your sister and I hope that you would forgive me one day.  Ask God to forgive me and ask God to forgive you and allow me to pass through.  My brother Farooq, I love you my brother and send my love to all my family members.  And I was not a monster like they said I was.  I made a mistake and this mistake cost - but they won't cost no more.  I leave you with all my love and blessings.  may Allah bless each and every one of you. ",1,13.55,0.65,4.52,1.29,8.39,3.87,0.0,0.65,1.29,20.65,4.52,0.0,14.19,4.52,7.74,1.94,3.23,0.0
297,"Spoken: To all my family and friends, I want you to know that I love you very much.  I appreciate all the good and bad times together.  I'll always remember you, and love you forever.  And to the West family, I hope you can find it in your heart to find forgiveness and strength, to move on and find peace.",1,10.0,0.0,10.0,0.0,13.33,1.67,0.0,0.0,0.0,23.33,3.33,1.67,21.67,3.33,13.33,3.33,0.0,0.0
295," I would just...(speaking in French).  I love all of you.  I love you Lundy, Levi, my dad.  I have no grudges against anyone, or any of the things that have gone wrong.  I would like to say to the world, I have always been a nice person.  I have never been mean-hearted or cruel.  I wish everybody well. ",1,15.0,0.0,3.33,0.0,8.33,5.0,0.0,3.33,0.0,18.33,1.67,0.0,21.67,5.0,10.0,1.67,0.0,0.0
294," Written  To the families of Ms. Thompson and Ms. Cutler. I am sorry for what happened and that it was because of me that they are gone.  If there were any way I could change things and bring them back I would. But I can't.  Because of what I caused to happen many people were affected and I am very sorry that I did.  I have made my peace with God and I pray that soon everyone will be able to have closure in their hearts and lives.  To my family and friends, I love you and some day we will all be together again.  ",1,12.38,0.95,0.95,2.86,1.9,1.9,0.0,0.0,1.9,11.43,1.9,0.95,15.24,8.57,10.48,3.81,1.9,0.0
